File Name,MSE,MAE,PG(MSE),PG(MAE),,,,,,,,,,
dirty-median-75.csv,391.4134586,15.41104894,0.735178106,0.28363327,,,,,,,,,,
dirty-median-80.csv,489.0667392,17.1610602,1.168085638,0.429397044,,,,,,,,,,
dirty-median-85.csv,357.2984858,15.0207562,0.58394275,0.251124597,,,,,,,,,,
dirty-median-90.csv,413.7105815,15.92751386,0.834023658,0.326651208,,,,,,,,,,
dirty-median-95.csv,442.7980908,16.41554154,0.962971726,0.367300522,,,,,,,,,,
dirty-mode-5.csv,301.2995339,14.28825946,0.335693352,0.190112709,,,,,,,,,,
dirty-mode-10.csv,272.3195295,13.19159695,0.207221865,0.098768344,,,,,,,,,,
dirty-mode-15.csv,316.0789809,14.40733863,0.401212236,0.200031176,,,,,,,,,,
dirty-mode-20.csv,224.9721598,11.61089383,0,0,,,,,,,,,,
dirty-mode-25.csv,241.8312694,12.25566305,0.072064117,0.020811555,,,,,,,,,,
dirty-mode-30.csv,419.3287448,16.53014768,0.858929582,0.376846416,,,,,,,,,,
dirty-mode-35.csv,194.486299,11.13209179,0,0,,,,,,,,,,
dirty-mode-40.csv,351.6103171,14.3972028,0.558726484,0.199186932,,,,,,,,,,
dirty-mode-45.csv,552.8672557,19.03448205,1.450920213,0.585440065,,,,,,,,,,
dirty-mode-50.csv,538.6083617,18.3268855,1.387708997,0.526502189,,,,,,,,,,
dirty-mode-55.csv,374.7156032,14.93697806,0.661154711,0.24414646,,,,,,,,,,
dirty-mode-60.csv,249.5300108,12.86637828,0.106193468,0.071679889,,,,,,,,,,
dirty-mode-65.csv,560.788623,18.72197612,1.48603649,0.559410492,,,,,,,,,,
dirty-mode-70.csv,417.7288098,15.77878755,0.851836898,0.31426334,,,,,,,,,,
dirty-mode-75.csv,689.4047393,20.86881164,2.056205614,0.738226971,,,,,,,,,,
dirty-mode-80.csv,412.6176657,15.81212895,0.829178644,0.317040447,,,,,,,,,,
dirty-mode-85.csv,514.4713384,17.50394603,1.280706968,0.457957051,,,,,,,,,,
dirty-mode-90.csv,478.0617423,17.06128836,1.119299299,0.421086744,,,,,,,,,,
dirty-mode-95.csv,676.6082127,20.42870219,1.99947723,0.701568913,,,,,,,,,,
dirty-knn-5.csv,294.6103981,14.16642534,0.306039691,0.179964773,,,,,,,,,,
dirty-knn-10.csv,225.3761846,11.94993797,0,0,,,,,,,,,,
dirty-knn-15.csv,182.748273,10.54036182,0,0,,,,,,,,,,
dirty-knn-20.csv,209.2672518,11.47147514,0,0,,,,,,,,,,
dirty-knn-25.csv,304.6748638,14.45887415,0.350656554,0.204323727,,,,,,,,,,
dirty-knn-30.csv,217.1748377,11.65591657,0,0,,,,,,,,,,
dirty-knn-35.csv,314.6566564,14.73047426,0.394906918,0.226946129,,,,,,,,,,
dirty-knn-40.csv,157.9641431,9.75495864,0,0,,,,,,,,,,
dirty-knn-45.csv,188.0660168,10.78497665,0,0,,,,,,,,,,
dirty-knn-50.csv,379.2895665,16.55752538,0.681431583,0.379126789,,,,,,,,,,
dirty-knn-55.csv,182.9224093,10.545099,0,0,,,,,,,,,,
dirty-knn-60.csv,236.7036334,12.34891325,0.049332753,0.028578648,,,,,,,,,,
dirty-knn-65.csv,213.6235181,11.56238313,0,0,,,,,,,,,,
dirty-knn-70.csv,187.1567891,10.70046843,0,0,,,,,,,,,,
dirty-knn-75.csv,147.1910345,9.345432992,0,0,,,,,,,,,,
dirty-knn-80.csv,200.0993858,11.04325355,0,0,,,,,,,,,,
dirty-knn-85.csv,243.9336389,12.41623759,0.081384148,0.034186298,,,,,,,,,,
dirty-knn-90.csv,251.283998,12.38920105,0.113969083,0.031934342,,,,,,,,,,
dirty-knn-95.csv,229.8230712,11.68804119,0.018830479,0,,,,,,,,,,
dirty-hdi-5.csv,246.1596779,12.63581322,0.091252419,0.052475422,,,,,,,,,,
dirty-hdi-10.csv,227.9025575,12.08048681,0.010316634,0.006220592,,,,,,,,,,
dirty-hdi-15.csv,201.691171,11.15333049,0,0,,,,,,,,,,
dirty-hdi-20.csv,251.2333397,12.80702123,0.113744509,0.066735859,,,,,,,,,,
dirty-hdi-25.csv,266.7321773,13.28911624,0.182452529,0.106891023,,,,,,,,,,
dirty-hdi-30.csv,229.0902166,12.08911385,0.015581655,0.006939164,,,,,,,,,,
dirty-hdi-35.csv,300.3984746,14.30549377,0.331698859,0.191548208,,,,,,,,,,
dirty-hdi-40.csv,236.128066,12.31292447,0.046781201,0.025581033,,,,,,,,,,
dirty-hdi-45.csv,276.3142196,13.66423353,0.224930757,0.138135686,,,,,,,,,,
dirty-hdi-50.csv,409.634477,17.40370828,0.815953847,0.449607943,,,,,,,,,,
dirty-hdi-55.csv,164.4055041,9.91894688,0,0,,,,,,,,,,
dirty-hdi-60.csv,382.7680857,16.63653207,0.696852235,0.385707497,,,,,,,,,,
dirty-hdi-65.csv,215.7897967,11.6618295,0,0,,,,,,,,,,
dirty-hdi-70.csv,254.8676245,12.87555087,0.129855686,0.072443902,,,,,,,,,,
dirty-hdi-75.csv,247.3234696,12.65623859,0.096411633,0.054176714,,,,,,,,,,
dirty-hdi-80.csv,150.9108807,9.473184181,0,0,,,,,,,,,,
dirty-hdi-85.csv,185.299154,10.62444552,0,0,,,,,,,,,,
dirty-hdi-90.csv,187.2114663,10.6500972,0,0,,,,,,,,,,
dirty-hdi-95.csv,296.8887065,13.47290907,0.316139678,0.122199689,,,,,,,,,,
dirty-mice-5.csv,224.0833532,11.94725762,0,0,,,,,,,,,,
dirty-mice-10.csv,281.6491559,13.73313053,0.248581105,0.143874328,,,,,,,,,,
dirty-mice-15.csv,218.6701924,11.77749152,0,0,,,,,,,,,,
dirty-mice-20.csv,162.721576,9.920912779,0,0,,,,,,,,,,
dirty-mice-25.csv,260.9424779,13.1157339,0.156786167,0.092449479,,,,,,,,,,
dirty-mice-30.csv,319.6120609,14.82492876,0.41687476,0.234813532,,,,,,,,,,
dirty-mice-35.csv,210.2698199,11.46640009,0,0,,,,,,,,,,
dirty-mice-40.csv,228.4334656,12.09372452,0.012670207,0.007323201,,,,,,,,,,
dirty-mice-45.csv,244.4714719,12.61721581,0.08376842,0.050926387,,,,,,,,,,
dirty-mice-50.csv,302.5461197,14.41031126,0.341219601,0.200278776,,,,,,,,,,
dirty-mice-55.csv,150.525722,9.51945938,0,0,,,,,,,,,,
dirty-mice-60.csv,220.5518021,11.83710959,0,0,,,,,,,,,,
dirty-mice-65.csv,222.3793129,11.88044111,0,0,,,,,,,,,,
dirty-mice-70.csv,300.7803583,14.33652314,0.33339179,0.194132738,,,,,,,,,,
dirty-mice-75.csv,189.6250061,10.79478749,0,0,,,,,,,,,,
dirty-mice-80.csv,201.258464,11.23756989,0,0,,,,,,,,,,
dirty-mice-85.csv,256.5370718,12.96578225,0.137256526,0.079959549,,,,,,,,,,
dirty-mice-90.csv,212.2081321,11.39586981,0,0,,,,,,,,,,
dirty-mice-95.csv,213.5410322,11.24064186,0,0,,,,,,,,,,
dirty-iim-5.csv,160.9127576,9.852967385,0,0,,,,,,,,,,
dirty-iim-10.csv,269.4071116,13.35786699,0.194310802,0.112617483,,,,,,,,,,
dirty-iim-15.csv,181.8102635,10.51078089,0,0,,,,,,,,,,
dirty-iim-20.csv,196.8946964,11.07145569,0,0,,,,,,,,,,
dirty-iim-25.csv,309.2904524,14.60326169,0.371117956,0.216350205,,,,,,,,,,
dirty-iim-30.csv,247.701681,12.64726959,0.098088285,0.053429658,,,,,,,,,,
dirty-iim-35.csv,222.2336365,11.87575996,0,0,,,,,,,,,,
dirty-iim-40.csv,207.2505208,11.41726839,0,0,,,,,,,,,,
dirty-iim-45.csv,188.5141109,10.79502138,0,0,,,,,,,,,,
dirty-iim-50.csv,460.4237781,18.67725167,1.0411083,0.555685257,,,,,,,,,,
dirty-iim-55.csv,202.7425153,11.1786837,0,0,,,,,,,,,,
dirty-iim-60.csv,202.3238869,11.21948446,0,0,,,,,,,,,,
dirty-iim-65.csv,329.4826048,15.15676807,0.460631947,0.26245344,,,,,,,,,,
dirty-iim-70.csv,199.8068067,11.13933864,0,0,,,,,,,,,,
dirty-iim-75.csv,153.212838,9.569800389,0,0,,,,,,,,,,
dirty-iim-80.csv,223.9168144,11.91441162,0,0,,,,,,,,,,
dirty-iim-85.csv,244.223147,12.4723644,0.082667569,0.038861271,,,,,,,,,,
dirty-iim-90.csv,310.1238522,14.29134277,0.374812507,0.190369528,,,,,,,,,,
dirty-iim-95.csv,267.1071216,12.77061444,0.184114698,0.063703427,,,,,,,,,,
dirty-si-5.csv,358.1087663,15.0018898,0.58753481,0.249553157,,,,,,,,,,
dirty-si-10.csv,838.5511473,23.3578761,2.717387738,0.945548741,,,,,,,,,,
dirty-si-15.csv,13257.67238,112.0553548,57.77269249,8.333432265,,,,,,,,,,
dirty-si-20.csv,232.254528,11.94434748,0.029609389,0,,,,,,,,,,
dirty-si-25.csv,196.2203552,10.86737405,0,0,,,,,,,,,,
dirty-si-30.csv,370.6278827,15.52799577,0.643033405,0.293374128,,,,,,,,,,
dirty-si-35.csv,314.6507157,13.92974063,0.394880582,0.160250582,,,,,,,,,,
dirty-si-40.csv,250.1193937,12.2790609,0.108806267,0.022760433,,,,,,,,,,
dirty-si-45.csv,279.7047632,12.97759232,0.239961403,0.080943245,,,,,,,,,,
dirty-si-50.csv,447.6787876,16.81839871,0.984608382,0.400855724,,,,,,,,,,
dirty-si-55.csv,311.8311788,13.75364519,0.38238127,0.145583056,,,,,,,,,,
dirty-si-60.csv,324.6486725,14.07886755,0.439202603,0.172671818,,,,,,,,,,
dirty-si-65.csv,435.7883686,16.27474601,0.931896871,0.355573233,,,,,,,,,,
dirty-si-70.csv,272.3999988,13.57376806,0.207578594,0.130600541,,,,,,,,,,
dirty-si-75.csv,430.2076804,16.1491231,0.907157078,0.345109717,,,,,,,,,,
dirty-si-80.csv,398.2266587,15.59425957,0.765381757,0.298893441,,,,,,,,,,
dirty-si-85.csv,371.6082435,15.22038378,0.64737945,0.267752186,,,,,,,,,,
dirty-si-90.csv,365.2555209,15.22586511,0.619217145,0.268208743,,,,,,,,,,
dirty-si-95.csv,409.4041157,15.89617233,0.81493263,0.324040676,,,,,,,,,,
dirty-mfi-5.csv,2656.764395,43.52971966,10.7777233,2.625723115,,,,,,,,,,
dirty-mfi-10.csv,19027.38599,118.457904,83.35045565,8.866720115,,,,,,,,,,
dirty-mfi-15.csv,231.8024002,11.90468706,0.027605058,0,,,,,,,,,,
dirty-mfi-20.csv,3271.659043,49.45456162,13.50361763,3.119221272,,,,,,,,,,
dirty-mfi-25.csv,29079.85821,162.221521,127.9141499,12.51192526,,,,,,,,,,
dirty-mfi-30.csv,1694988.828,1223.025986,7513.068407,100.8695645,,,,,,,,,,
dirty-mfi-35.csv,3335.470437,53.27284199,13.78650043,3.43725749,,,,,,,,,,
dirty-mfi-40.csv,50168.1848,210.8645967,221.4009777,16.56355539,,,,,,,,,,
dirty-mfi-45.csv,184080.4424,400.2500575,815.0484684,32.33804804,,,,,,,,,,
dirty-mfi-50.csv,54290.57521,204.4256729,239.6759793,16.02723779,,,,,,,,,,
dirty-mfi-55.csv,276783.1235,497.7523672,1226.009458,40.4593128,,,,,,,,,,
dirty-mfi-60.csv,18555.63273,128.1317297,81.25912255,9.672482568,,,,,,,,,,
dirty-mfi-65.csv,22673.80659,140.1113336,99.51543172,10.67030031,,,,,,,,,,
dirty-mfi-70.csv,1583230.965,1203.528537,7017.633738,99.24556256,,,,,,,,,,
dirty-mfi-75.csv,5155.67953,68.75926339,21.85568379,4.727168761,,,,,,,,,,
dirty-mfi-80.csv,246043.9251,476.9474509,1089.739275,38.72640786,,,,,,,,,,
dirty-mfi-85.csv,263962.7825,502.3478033,1169.175503,40.84208068,,,,,,,,,,
dirty-mfi-90.csv,732403.0037,846.490213,3245.821561,69.50675161,,,,,,,,,,
dirty-mfi-95.csv,43511.69813,206.6338549,191.8920539,16.211164,,,,,,,,,,
dirty-missfi-5.csv,182.6040647,10.57015631,0,0,,,,,,,,,,
dirty-missfi-10.csv,243.1801591,12.52401938,0.078043891,0.043163772,,,,,,,,,,
dirty-missfi-15.csv,167.6234322,10.06051176,0,0,,,,,,,,,,
dirty-missfi-20.csv,219.1824718,11.81261688,0,0,,,,,,,,,,
dirty-missfi-25.csv,378.1145837,16.57035495,0.676222758,0.380195402,,,,,,,,,,
dirty-missfi-30.csv,245.7429042,12.60658375,0.089404817,0.05004081,,,,,,,,,,
dirty-missfi-35.csv,281.5860248,13.76849209,0.248301239,0.1468197,,,,,,,,,,
dirty-missfi-40.csv,323.1975639,15.02360575,0.432769682,0.251361944,,,,,,,,,,
dirty-missfi-45.csv,320.7047659,15.0120275,0.42171884,0.250397556,,,,,,,,,,
dirty-missfi-50.csv,284.0476757,13.86863727,0.259214003,0.155161097,,,,,,,,,,
dirty-missfi-55.csv,286.5496718,13.82826473,0.270305621,0.151798345,,,,,,,,,,
dirty-missfi-60.csv,231.9529231,12.19662197,0.028272342,0.015893844,,,,,,,,,,
dirty-missfi-65.csv,285.460077,13.82164703,0.26547533,0.151247136,,,,,,,,,,
dirty-missfi-70.csv,187.4514195,10.7135539,0,0,,,,,,,,,,
dirty-missfi-75.csv,258.6838721,13.03146174,0.146773524,0.085430194,,,,,,,,,,
dirty-missfi-80.csv,195.9737391,11.03441543,0,0,,,,,,,,,,
dirty-missfi-85.csv,206.2629094,11.39843834,0,0,,,,,,,,,,
dirty-missfi-90.csv,174.5018918,10.28936655,0,0,,,,,,,,,,
dirty-missfi-95.csv,230.6449189,11.88100605,0.022473818,0,,,,,,,,,,
dirty-xgbi-5.csv,268.3786872,13.33246647,0.189751685,0.110501796,,,,,,,,,,
dirty-xgbi-10.csv,227.1819393,12.04640184,0.007122056,0.00338155,,,,,,,,,,
dirty-xgbi-15.csv,174.8176545,10.29851019,0,0,,,,,,,,,,
dirty-xgbi-20.csv,276.0516713,13.57307966,0.223766852,0.130543203,,,,,,,,,,
dirty-xgbi-25.csv,246.2121492,12.64004626,0.09148503,0.052828005,,,,,,,,,,
dirty-xgbi-30.csv,233.853019,12.24340383,0.036695672,0.019790447,,,,,,,,,,
dirty-xgbi-35.csv,162.2610434,9.868974787,0,0,,,,,,,,,,
dirty-xgbi-40.csv,214.8146715,11.64887589,0,0,,,,,,,,,,
dirty-xgbi-45.csv,257.1866129,13.02402744,0.140136012,0.084810968,,,,,,,,,,
dirty-xgbi-50.csv,525.1968909,20.27962685,1.3282545,0.689151972,,,,,,,,,,
dirty-xgbi-55.csv,184.681318,10.60561779,0,0,,,,,,,,,,
dirty-xgbi-60.csv,255.1690072,12.92972004,0.131191748,0.076955817,,,,,,,,,,
dirty-xgbi-65.csv,179.4115732,10.4662286,0,0,,,,,,,,,,
dirty-xgbi-70.csv,280.8335047,13.76330775,0.244965236,0.14638788,,,,,,,,,,
dirty-xgbi-75.csv,151.4822722,9.528300123,0,0,,,,,,,,,,
dirty-xgbi-80.csv,336.3304067,15.35922099,0.490988992,0.279316362,,,,,,,,,,
dirty-xgbi-85.csv,369.2666416,16.28793398,0.636998876,0.356671699,,,,,,,,,,
dirty-xgbi-90.csv,239.0229104,12.25380133,0.059614359,0.020656486,,,,,,,,,,
dirty-xgbi-95.csv,216.6609764,11.41847702,0,0,,,,,,,,,,
dirty-gain-5.csv,350.7915788,14.84890261,0.555096928,0.236810387,,,,,,,,,,
dirty-gain-10.csv,1037.641887,26.25609557,3.599978473,1.18695028,,,,,,,,,,
dirty-gain-15.csv,13909.02566,114.7739184,60.66021192,8.559869723,,,,,,,,,,
dirty-gain-20.csv,3568.840497,51.31012096,14.82105509,3.273776469,,,,,,,,,,
dirty-gain-25.csv,14856.42443,115.5957701,64.86013289,8.628324252,,,,,,,,,,
dirty-gain-30.csv,14082.45475,105.0947165,61.42904175,7.75365947,,,,,,,,,,
dirty-gain-35.csv,36948.82715,182.8005761,162.7981385,14.22601752,,,,,,,,,,
dirty-gain-40.csv,43508.39366,197.0544537,191.8774048,15.41326646,,,,,,,,,,
dirty-gain-45.csv,28305.20673,148.3537347,124.4800363,11.35683504,,,,,,,,,,
dirty-gain-50.csv,43481.39902,187.0058889,191.7577346,14.57629085,,,,,,,,,,
dirty-gain-55.csv,63906.88974,239.4139025,282.3061394,18.94151415,,,,,,,,,,
dirty-gain-60.csv,68525.0576,240.0474136,302.778976,18.99428122,,,,,,,,,,
dirty-gain-65.csv,90174.99159,287.6498984,398.75547,22.95923737,,,,,,,,,,
dirty-gain-70.csv,107075.8784,315.019738,473.6789254,25.23895478,,,,,,,,,,
dirty-gain-75.csv,101494.2301,302.1794162,448.9348759,24.16944521,,,,,,,,,,
dirty-gain-80.csv,112139.4432,314.445442,496.1262544,25.19111991,,,,,,,,,,
dirty-gain-85.csv,126448.15,342.3232148,559.5582958,27.51314464,,,,,,,,,,
dirty-gain-90.csv,145996.4917,372.2505679,646.2182044,30.00588516,,,,,,,,,,
dirty-gain-95.csv,165994.4334,404.1931462,734.8712384,32.66647992,,,,,,,,,,
dirty-midae-5.csv,205.7624377,11.30401185,0,0,,,,,,,,,,
dirty-midae-10.csv,237.5794501,12.23475381,0.053215343,0.01906996,,,,,,,,,,
dirty-midae-15.csv,297.0956141,13.93113062,0.317056922,0.160366359,,,,,,,,,,
dirty-midae-20.csv,321.4377425,14.44447472,0.424968204,0.203124355,,,,,,,,,,
dirty-midae-25.csv,314.7021701,14.19922776,0.395108685,0.182696987,,,,,,,,,,
dirty-midae-30.csv,439.701045,17.20870358,0.949242188,0.433365408,,,,,,,,,,
dirty-midae-35.csv,375.3164071,15.40113324,0.663818139,0.282807361,,,,,,,,,,
dirty-midae-40.csv,208.0527103,11.38365038,0,0,,,,,,,,,,
dirty-midae-45.csv,236.1913982,12.1341979,0.047061959,0.010694352,,,,,,,,,,
dirty-midae-50.csv,455.8350813,16.98127692,1.020766112,0.414422347,,,,,,,,,,
dirty-midae-55.csv,398.7241979,15.6063196,0.767587402,0.299897959,,,,,,,,,,
dirty-midae-60.csv,365.9224096,14.90765576,0.622173534,0.241704116,,,,,,,,,,
dirty-midae-65.csv,399.5478651,15.53615054,0.771238808,0.294053363,,,,,,,,,,
dirty-midae-70.csv,276.7129105,13.67641567,0.226698197,0.139150374,,,,,,,,,,
dirty-midae-75.csv,404.1815812,15.67402673,0.791780571,0.305537492,,,,,,,,,,
dirty-midae-80.csv,344.3307248,14.76511149,0.526455265,0.229831169,,,,,,,,,,
dirty-midae-85.csv,355.1965511,14.99299257,0.574624646,0.248812079,,,,,,,,,,
dirty-midae-90.csv,466.7377277,16.80694474,1.06909872,0.399901688,,,,,,,,,,
dirty-midae-95.csv,446.3152109,16.47454712,0.978563499,0.372215276,,,,,,,,,,
